ID,Category,Subcategory,Keywords,Context,Response,FollowUp,Emotion,ScoreWeight,CombineFlag
1589,Thoughts,Thoughts,"""psychology, cooking, books, politics""",None,"""What do you think about psychology, books, politics? It's been on my mind.""","""Does it happen often?""",motivated,0.62,No
1590,Goodbyes,Goodbyes,"""ciao, adieu, farewell, see you""",None,"""see you is something I like to explore. How about you?""","""Can you elaborate on that?""",sarcastic,0.52,Yes
1591,Goodbyes,Goodbyes,"""farewell, catch you, adieu, goodbye""",None,"""I've been thinking a lot about goodbye, catch you. What are your thoughts?""","""Do you often feel this way?""",motivated,0.7,No
1592,ChitChat,ChitChat,"""movies, mountains, pets, beach""",None,"""I've been thinking a lot about beach. What are your thoughts?""","""What’s the story behind it?""",sarcastic,0.97,Yes
1593,Thoughts,Thoughts,"""space, movies, art, innovation""",None,"""Recently, movies caught my attention. Have you noticed that too?""","""Would you like to continue discussing this?""",optimistic,0.65,Yes
1594,Goodbyes,Goodbyes,"""adieu, take care, cheerio, goodbye""",None,"""cheerio, goodbye always fascinates me. How do you feel about it?""","""Do you enjoy this a lot?""",sarcastic,0.66,Yes
1595,ChitChat,ChitChat,"""fitness, drink, culture, books""",None,"""I feel drink is really intriguing. What’s your opinion?""","""Would you like some tips?""",enthusiastic,0.89,Yes
1596,Humor,Humor,"""humor, funny, memes, laugh""",None,"""Recently, humor, memes caught my attention. Have you noticed that too?""","""What else comes to mind?""",inquisitive,0.62,No
1597,Thoughts,Thoughts,"""politics, literature, gaming, philosophy""",None,"""Recently, gaming, politics, philosophy caught my attention. Have you noticed that too?""","""Can you describe it more vividly?""",thoughtful,0.62,No
1598,ChitChat,ChitChat,"""hobby, music, technology, shopping""",None,"""I'm curious about music. Care to share your experience?""","""What else comes to mind?""",optimistic,0.53,Yes
1599,Feelings,Feelings,"""excited, surprised, nervous, bored""",None,"""excited, nervous always fascinates me. How do you feel about it?""","""Is there a reason it makes you happy?""",inquisitive,0.6,Yes
1600,Goodbyes,Goodbyes,"""cheerio, ciao, adieu, take care""",None,"""cheerio, ciao? That’s an interesting topic! Let's discuss.""","""How long has this been on your mind?""",optimistic,0.95,No
1601,Goodbyes,Goodbyes,"""ciao, goodbye, see you, adieu""",None,"""I feel see you, ciao is really intriguing. What’s your opinion?""","""Do you enjoy this a lot?""",playful,0.62,No
1602,Humor,Humor,"""laugh, memes, quirky, lol""",None,"""Do you enjoy quirky? I find it quite interesting.""","""Do you enjoy this a lot?""",sarcastic,0.84,Yes
1603,ChitChat,ChitChat,"""pets, technology, fitness, coffee""",None,"""I'm curious about pets. Care to share your experience?""","""How does that make you feel right now?""",enthusiastic,0.9,No
1604,Goodbyes,Goodbyes,"""goodbye, cheerio, adieu, bye""",None,"""I'm curious about adieu. Care to share your experience?""","""Do you enjoy this a lot?""",enthusiastic,0.98,No
1605,Humor,Humor,"""haha, silly, funny, laugh""",None,"""What do you think about laugh? It's been on my mind.""","""What else comes to mind?""",sarcastic,0.54,No
1606,Thoughts,Thoughts,"""design, tech, gaming, philosophy""",None,"""tech, philosophy, gaming is something I like to explore. How about you?""","""How long has this been on your mind?""",calm,0.58,Yes
1607,Thoughts,Thoughts,"""languages, design, history, gaming""",None,"""design, languages? That’s an interesting topic! Let's discuss.""","""Have you tried something similar before?""",motivated,0.59,No
1608,Intro,Intro,"""yo, hello, howdy, bonjour""",None,"""bonjour, yo, howdy can be so engaging! Do you like it as well?""","""Can you describe it more vividly?""",inquisitive,0.82,No
1609,Feelings,Feelings,"""happy, amused, stressed, angry""",None,"""angry always fascinates me. How do you feel about it?""","""Can you describe it more vividly?""",enthusiastic,0.85,No
1610,Thoughts,Thoughts,"""sports, languages, philosophy, fashion""",None,"""I've been thinking a lot about sports, philosophy. What are your thoughts?""","""Do you often feel this way?""",inquisitive,0.83,No
1611,Humor,Humor,"""silly, giggle, lol, prank""",None,"""Recently, lol, prank caught my attention. Have you noticed that too?""","""Do you enjoy this a lot?""",empathetic,0.52,No
1612,Goodbyes,Goodbyes,"""cheerio, later, catch you, see you""",None,"""later, cheerio, see you is something I like to explore. How about you?""","""How does that make you feel right now?""",optimistic,0.61,No
1613,Intro,Intro,"""salutations, hi, ahoy, hello""",None,"""ahoy, hello, hi always fascinates me. How do you feel about it?""","""How long has this been on your mind?""",chill,0.9,Yes
1614,Goodbyes,Goodbyes,"""adieu, night, goodbye, catch you""",None,"""I feel adieu, catch you is really intriguing. What’s your opinion?""","""How does that make you feel right now?""",empathetic,0.51,No
1615,Goodbyes,Goodbyes,"""night, later, adieu, peace""",None,"""Do you enjoy adieu, night? I find it quite interesting.""","""Does it happen often?""",thoughtful,0.52,No
1616,Humor,Humor,"""prank, quirky, lol, giggle""",None,"""giggle, lol, quirky always fascinates me. How do you feel about it?""","""What’s the story behind it?""",friendly,0.77,Yes
1617,Goodbyes,Goodbyes,"""see you, peace, adieu, bye""",None,"""I feel bye, peace, adieu is really intriguing. What’s your opinion?""","""How does that make you feel right now?""",thoughtful,0.61,Yes
1618,Goodbyes,Goodbyes,"""see you, goodbye, farewell, cheerio""",None,"""I'm curious about see you, goodbye, cheerio. Care to share your experience?""","""Does it happen often?""",playful,0.88,No
1619,Humor,Humor,"""funny, quirky, joke, giggle""",None,"""Do you enjoy joke, giggle? I find it quite interesting.""","""Do you want some advice?""",inquisitive,0.78,No
1620,Goodbyes,Goodbyes,"""peace, bye, take care, ciao""",None,"""bye, ciao can be so engaging! Do you like it as well?""","""Does it happen often?""",supportive,0.76,Yes
1621,Thoughts,Thoughts,"""books, fashion, sports, languages""",None,"""books is something I like to explore. How about you?""","""Would you like some tips?""",cheerful,0.74,No
1622,ChitChat,ChitChat,"""mountains, games, food, music""",None,"""mountains? That’s an interesting topic! Let's discuss.""","""Can you elaborate on that?""",cheerful,0.52,Yes
1623,Humor,Humor,"""sarcastic, funny, joke, haha""",None,"""Do you enjoy sarcastic? I find it quite interesting.""","""How does that make you feel right now?""",enthusiastic,0.65,No
1624,Intro,Intro,"""what’s up, hello, bonjour, greetings""",None,"""greetings, hello, bonjour can be so engaging! Do you like it as well?""","""Can you elaborate on that?""",thoughtful,0.58,No
1625,Goodbyes,Goodbyes,"""catch you, night, bye, farewell""",None,"""farewell, bye is something I like to explore. How about you?""","""Would you like to continue discussing this?""",friendly,0.93,No
1626,Humor,Humor,"""haha, pun, silly, quirky""",None,"""I feel silly, quirky is really intriguing. What’s your opinion?""","""Do you enjoy this a lot?""",motivated,0.69,Yes
1627,ChitChat,ChitChat,"""shopping, pets, movies, books""",None,"""books always fascinates me. How do you feel about it?""","""How long has this been on your mind?""",funny,0.59,No
1628,Humor,Humor,"""lol, prank, pun, quirky""",None,"""Recently, lol, prank, pun caught my attention. Have you noticed that too?""","""How does that make you feel right now?""",playful,0.76,No
1629,Intro,Intro,"""bonjour, hi, greetings, hello""",None,"""hi, hello is something I like to explore. How about you?""","""What else comes to mind?""",funny,0.94,No
1630,Intro,Intro,"""salutations, what’s up, sup, hey""",None,"""I've been thinking a lot about hey, what’s up, salutations. What are your thoughts?""","""Can you elaborate on that?""",excited,0.73,No
1631,Thoughts,Thoughts,"""design, politics, sports, space""",None,"""I'm curious about sports, space. Care to share your experience?""","""What else comes to mind?""",thoughtful,0.76,Yes
1632,Intro,Intro,"""yo, hiya, hey, greetings""",None,"""hiya, hey, yo can be so engaging! Do you like it as well?""","""How long has this been on your mind?""",helpful,0.51,Yes
1633,Feelings,Feelings,"""anxious, frustrated, sad, stressed""",None,"""I feel stressed is really intriguing. What’s your opinion?""","""What else comes to mind?""",supportive,1.0,Yes
1634,Feelings,Feelings,"""sad, excited, bored, joyful""",None,"""sad, bored is something I like to explore. How about you?""","""Have you tried something similar before?""",enthusiastic,0.76,Yes
1635,Humor,Humor,"""prank, quirky, joke, funny""",None,"""Recently, funny, joke, quirky caught my attention. Have you noticed that too?""","""Have you tried something similar before?""",supportive,0.61,No
1636,Thoughts,Thoughts,"""books, sports, space, innovation""",None,"""books, innovation, sports can be so engaging! Do you like it as well?""","""Have you tried something similar before?""",relaxed,0.88,No
1637,Goodbyes,Goodbyes,"""goodbye, bye, cheerio, night""",None,"""night? That’s an interesting topic! Let's discuss.""","""Have you tried something similar before?""",excited,0.6,Yes
1638,Feelings,Feelings,"""anxious, hopeful, confident, bored""",None,"""anxious is something I like to explore. How about you?""","""Does it remind you of anything?""",inquisitive,0.9,Yes
1639,Intro,Intro,"""sup, hi, ahoy, bonjour""",None,"""Recently, ahoy, bonjour, hi caught my attention. Have you noticed that too?""","""What else comes to mind?""",inquisitive,1.0,No
1640,Thoughts,Thoughts,"""politics, science, languages, history""",None,"""I feel politics, languages, science is really intriguing. What’s your opinion?""","""How long has this been on your mind?""",funny,0.58,No
1641,Goodbyes,Goodbyes,"""farewell, peace, ciao, take care""",None,"""Recently, peace caught my attention. Have you noticed that too?""","""Does it remind you of anything?""",helpful,0.74,Yes
1642,Goodbyes,Goodbyes,"""cheerio, see you, catch you, bye""",None,"""I feel see you, cheerio, catch you is really intriguing. What’s your opinion?""","""Would you like some tips?""",funny,0.99,No
1643,Thoughts,Thoughts,"""fashion, books, psychology, sports""",None,"""I'm curious about fashion, books. Care to share your experience?""","""Would you like to continue discussing this?""",empathetic,0.95,No
1644,Thoughts,Thoughts,"""science, innovation, literature, tech""",None,"""tech, literature, innovation always fascinates me. How do you feel about it?""","""Does it happen often?""",calm,0.56,No
1645,Humor,Humor,"""sarcastic, humor, silly, giggle""",None,"""Recently, sarcastic, humor, silly caught my attention. Have you noticed that too?""","""How does that make you feel right now?""",playful,0.59,Yes
1646,ChitChat,ChitChat,"""culture, sports, books, pets""",None,"""Recently, culture, books caught my attention. Have you noticed that too?""","""Can you describe it more vividly?""",helpful,0.62,Yes
1647,Humor,Humor,"""sarcastic, joke, memes, quirky""",None,"""I've been thinking a lot about quirky, joke, sarcastic. What are your thoughts?""","""Can you describe it more vividly?""",helpful,0.59,Yes
1648,Humor,Humor,"""sarcastic, silly, haha, lol""",None,"""silly always fascinates me. How do you feel about it?""","""Do you often feel this way?""",excited,0.95,Yes
1649,Feelings,Feelings,"""sad, excited, angry, surprised""",None,"""I've been thinking a lot about surprised, excited. What are your thoughts?""","""What’s the story behind it?""",optimistic,0.93,No
1650,Feelings,Feelings,"""joyful, bored, happy, jealous""",None,"""joyful, happy, jealous always fascinates me. How do you feel about it?""","""Would you like some tips?""",thoughtful,0.62,Yes
1651,Feelings,Feelings,"""amused, grateful, anxious, nervous""",None,"""I'm curious about amused, nervous, anxious. Care to share your experience?""","""Do you want some advice?""",witty,0.82,No
1652,ChitChat,ChitChat,"""pets, festival, weather, movies""",None,"""movies? That’s an interesting topic! Let's discuss.""","""Would you like to continue discussing this?""",empathetic,0.52,No
1653,Intro,Intro,"""hello, what’s up, sup, greetings""",None,"""Do you enjoy sup? I find it quite interesting.""","""What else comes to mind?""",funny,0.79,Yes
1654,Thoughts,Thoughts,"""psychology, languages, philosophy, history""",None,"""I feel psychology is really intriguing. What’s your opinion?""","""Does it remind you of anything?""",thoughtful,0.88,Yes
1655,Feelings,Feelings,"""surprised, relaxed, confident, tired""",None,"""What do you think about tired, surprised, relaxed? It's been on my mind.""","""Would you like to continue discussing this?""",friendly,0.68,Yes
1656,Goodbyes,Goodbyes,"""take care, see you, ciao, goodbye""",None,"""I've been thinking a lot about take care, goodbye. What are your thoughts?""","""Can you elaborate on that?""",chill,0.61,Yes
1657,Feelings,Feelings,"""angry, sad, amused, nervous""",None,"""nervous, amused can be so engaging! Do you like it as well?""","""How does that make you feel right now?""",curious,0.52,No
1658,Thoughts,Thoughts,"""gaming, languages, design, science""",None,"""design, gaming? That’s an interesting topic! Let's discuss.""","""Do you enjoy this a lot?""",curious,0.68,Yes
1659,Feelings,Feelings,"""jealous, nervous, amused, anxious""",None,"""I feel amused is really intriguing. What’s your opinion?""","""Do you want some advice?""",supportive,0.86,No
1660,Intro,Intro,"""greetings, what’s up, salutations, ahoy""",None,"""I've been thinking a lot about ahoy. What are your thoughts?""","""How does that make you feel right now?""",helpful,0.93,No
1661,Humor,Humor,"""humor, pun, haha, funny""",None,"""haha, funny, humor is something I like to explore. How about you?""","""Do you want some advice?""",relaxed,0.79,Yes
1662,Thoughts,Thoughts,"""music, tech, space, psychology""",None,"""What do you think about music? It's been on my mind.""","""Do you often feel this way?""",playful,0.62,Yes
1663,Intro,Intro,"""hi, sup, what’s up, hiya""",None,"""hiya is something I like to explore. How about you?""","""Would you like to continue discussing this?""",empathetic,0.61,Yes
1664,ChitChat,ChitChat,"""beach, travel, games, drink""",None,"""Do you enjoy travel? I find it quite interesting.""","""Do you enjoy this a lot?""",excited,0.72,No
1665,Humor,Humor,"""haha, sarcastic, giggle, lol""",None,"""sarcastic, giggle, haha? That’s an interesting topic! Let's discuss.""","""Can you describe it more vividly?""",enthusiastic,0.75,Yes
1666,Goodbyes,Goodbyes,"""later, night, see you, adieu""",None,"""I feel adieu, night, see you is really intriguing. What’s your opinion?""","""Do you enjoy this a lot?""",witty,0.8,Yes
1667,Feelings,Feelings,"""surprised, curious, angry, excited""",None,"""angry always fascinates me. How do you feel about it?""","""Can you elaborate on that?""",excited,0.54,Yes
1668,Humor,Humor,"""quirky, giggle, pun, laugh""",None,"""Do you enjoy pun, giggle, quirky? I find it quite interesting.""","""How long has this been on your mind?""",enthusiastic,0.84,Yes
1669,Goodbyes,Goodbyes,"""adieu, night, bye, cheerio""",None,"""cheerio? That’s an interesting topic! Let's discuss.""","""Would you like some tips?""",witty,0.53,Yes
1670,ChitChat,ChitChat,"""festival, gardening, city, mountains""",None,"""city can be so engaging! Do you like it as well?""","""Have you tried something similar before?""",curious,0.57,Yes
1671,Goodbyes,Goodbyes,"""cheerio, adieu, later, peace""",None,"""later, peace is something I like to explore. How about you?""","""What’s the story behind it?""",funny,0.95,Yes
1672,Goodbyes,Goodbyes,"""night, later, adieu, bye""",None,"""Recently, bye, later caught my attention. Have you noticed that too?""","""How does that make you feel right now?""",enthusiastic,0.95,Yes
1673,ChitChat,ChitChat,"""weather, coffee, city, hobby""",None,"""I've been thinking a lot about weather, hobby. What are your thoughts?""","""How long has this been on your mind?""",friendly,0.69,No
1674,Thoughts,Thoughts,"""science, space, psychology, fashion""",None,"""I've been thinking a lot about science. What are your thoughts?""","""Can you elaborate on that?""",cheerful,0.63,Yes
1675,Goodbyes,Goodbyes,"""ciao, goodbye, see you, cheerio""",None,"""What do you think about see you? It's been on my mind.""","""Would you like to continue discussing this?""",sarcastic,0.83,No
1676,Feelings,Feelings,"""angry, joyful, happy, anxious""",None,"""I'm curious about anxious, happy. Care to share your experience?""","""Have you tried something similar before?""",helpful,0.58,Yes
1677,Intro,Intro,"""bonjour, greetings, hiya, what’s up""",None,"""Do you enjoy bonjour, greetings? I find it quite interesting.""","""Do you often feel this way?""",inquisitive,0.65,Yes
1678,Thoughts,Thoughts,"""philosophy, environment, literature, fashion""",None,"""Do you enjoy literature, fashion, philosophy? I find it quite interesting.""","""Have you tried something similar before?""",motivated,0.53,No
1679,Feelings,Feelings,"""nervous, grateful, sad, joyful""",None,"""joyful, sad is something I like to explore. How about you?""","""Is there a reason it makes you happy?""",enthusiastic,0.87,Yes
1680,Goodbyes,Goodbyes,"""farewell, adieu, later, peace""",None,"""What do you think about later, peace? It's been on my mind.""","""How long has this been on your mind?""",excited,0.84,No
1681,Humor,Humor,"""pun, funny, giggle, lol""",None,"""lol, giggle always fascinates me. How do you feel about it?""","""Would you like some tips?""",chill,0.75,Yes
1682,ChitChat,ChitChat,"""travel, hobby, food, coffee""",None,"""Recently, coffee, food, travel caught my attention. Have you noticed that too?""","""How long has this been on your mind?""",funny,0.64,No
1683,Intro,Intro,"""greetings, hiya, bonjour, sup""",None,"""Recently, greetings, sup caught my attention. Have you noticed that too?""","""Do you enjoy this a lot?""",curious,0.98,Yes
1684,Thoughts,Thoughts,"""politics, books, fashion, sports""",None,"""sports, politics, books can be so engaging! Do you like it as well?""","""Do you often feel this way?""",calm,0.58,Yes
1685,Feelings,Feelings,"""confident, surprised, nervous, bored""",None,"""bored, surprised can be so engaging! Do you like it as well?""","""How long has this been on your mind?""",supportive,0.86,No
1686,ChitChat,ChitChat,"""beach, gardening, city, culture""",None,"""city, gardening is something I like to explore. How about you?""","""Would you like to continue discussing this?""",chill,0.56,Yes
1687,Intro,Intro,"""ahoy, greetings, hola, sup""",None,"""sup, ahoy, hola always fascinates me. How do you feel about it?""","""What else comes to mind?""",thoughtful,0.54,No
1688,Goodbyes,Goodbyes,"""bye, farewell, take care, see you""",None,"""I feel see you, farewell is really intriguing. What’s your opinion?""","""Have you tried something similar before?""",excited,0.97,Yes
1689,Thoughts,Thoughts,"""music, tech, history, psychology""",None,"""tech always fascinates me. How do you feel about it?""","""Have you tried something similar before?""",enthusiastic,0.65,Yes
1690,Feelings,Feelings,"""frustrated, angry, stressed, sad""",None,"""What do you think about frustrated, angry? It's been on my mind.""","""How long has this been on your mind?""",inquisitive,0.88,No
1691,Feelings,Feelings,"""excited, amused, happy, angry""",None,"""What do you think about angry, happy? It's been on my mind.""","""Does it remind you of anything?""",cheerful,0.54,No
1692,Goodbyes,Goodbyes,"""farewell, night, catch you, peace""",None,"""peace can be so engaging! Do you like it as well?""","""Can you elaborate on that?""",excited,0.68,Yes
1693,Humor,Humor,"""giggle, pun, quirky, silly""",None,"""I'm curious about giggle. Care to share your experience?""","""What’s the story behind it?""",empathetic,0.72,Yes
1694,Humor,Humor,"""sarcastic, giggle, haha, funny""",None,"""giggle always fascinates me. How do you feel about it?""","""What else comes to mind?""",calm,0.76,Yes
1695,Humor,Humor,"""silly, haha, sarcastic, giggle""",None,"""Recently, haha, silly caught my attention. Have you noticed that too?""","""Do you often feel this way?""",relaxed,0.65,Yes
1696,Humor,Humor,"""giggle, funny, silly, sarcastic""",None,"""giggle, silly, funny? That’s an interesting topic! Let's discuss.""","""Can you elaborate on that?""",playful,0.93,Yes
1697,Thoughts,Thoughts,"""fashion, psychology, movies, philosophy""",None,"""movies can be so engaging! Do you like it as well?""","""Do you want some advice?""",excited,0.55,No
1698,Feelings,Feelings,"""nervous, curious, happy, frustrated""",None,"""frustrated, curious, happy always fascinates me. How do you feel about it?""","""Do you enjoy this a lot?""",friendly,0.75,No
1699,Intro,Intro,"""bonjour, hiya, hola, hello""",None,"""I'm curious about bonjour, hello, hola. Care to share your experience?""","""What’s the story behind it?""",thoughtful,0.67,No
1700,Feelings,Feelings,"""surprised, bored, confident, angry""",None,"""I'm curious about bored, angry, confident. Care to share your experience?""","""What’s the story behind it?""",curious,0.92,No
1701,Humor,Humor,"""haha, laugh, humor, memes""",None,"""I feel haha, memes, humor is really intriguing. What’s your opinion?""","""What else comes to mind?""",calm,0.6,Yes
1702,ChitChat,ChitChat,"""shopping, movies, festival, fitness""",None,"""festival, fitness, movies is something I like to explore. How about you?""","""Can you elaborate on that?""",witty,0.71,No
1703,Humor,Humor,"""humor, haha, quirky, joke""",None,"""humor always fascinates me. How do you feel about it?""","""What’s the story behind it?""",cheerful,0.76,Yes
1704,Thoughts,Thoughts,"""design, tech, gaming, music""",None,"""Do you enjoy gaming? I find it quite interesting.""","""Can you elaborate on that?""",helpful,0.57,No
1705,ChitChat,ChitChat,"""travel, books, city, mountains""",None,"""Do you enjoy travel, books, mountains? I find it quite interesting.""","""How long has this been on your mind?""",excited,0.58,No
1706,Goodbyes,Goodbyes,"""bye, take care, ciao, later""",None,"""What do you think about ciao? It's been on my mind.""","""Would you like some tips?""",curious,0.74,Yes
1707,Intro,Intro,"""hiya, hey, bonjour, howdy""",None,"""I'm curious about hey. Care to share your experience?""","""Do you often feel this way?""",friendly,0.97,No
1708,Goodbyes,Goodbyes,"""cheerio, goodbye, bye, take care""",None,"""bye, cheerio, goodbye always fascinates me. How do you feel about it?""","""Would you like some tips?""",excited,0.94,Yes
1709,Thoughts,Thoughts,"""books, gaming, psychology, history""",None,"""I've been thinking a lot about history. What are your thoughts?""","""Can you elaborate on that?""",thoughtful,0.68,Yes
1710,Thoughts,Thoughts,"""tech, psychology, art, music""",None,"""art? That’s an interesting topic! Let's discuss.""","""Would you like to continue discussing this?""",cheerful,0.78,No
1711,Humor,Humor,"""haha, joke, quirky, humor""",None,"""I'm curious about humor. Care to share your experience?""","""How does that make you feel right now?""",motivated,0.95,Yes
1712,Feelings,Feelings,"""excited, curious, jealous, sad""",None,"""What do you think about jealous, curious, excited? It's been on my mind.""","""Does it remind you of anything?""",cheerful,0.82,Yes
1713,Feelings,Feelings,"""bored, confident, hopeful, excited""",None,"""hopeful, confident always fascinates me. How do you feel about it?""","""Does it remind you of anything?""",excited,0.72,No
1714,ChitChat,ChitChat,"""sports, beach, games, nature""",None,"""What do you think about beach, sports, nature? It's been on my mind.""","""What’s the story behind it?""",supportive,0.79,No
1715,Feelings,Feelings,"""frustrated, surprised, amused, relaxed""",None,"""Do you enjoy surprised? I find it quite interesting.""","""Is there a reason it makes you happy?""",empathetic,0.86,Yes
1716,Goodbyes,Goodbyes,"""bye, see you, ciao, catch you""",None,"""I feel bye is really intriguing. What’s your opinion?""","""Is there a reason it makes you happy?""",supportive,0.89,No
1717,Intro,Intro,"""yo, hey, hello, hiya""",None,"""yo? That’s an interesting topic! Let's discuss.""","""Would you like to continue discussing this?""",funny,0.95,No
1718,Feelings,Feelings,"""confident, sad, nervous, surprised""",None,"""Do you enjoy confident, nervous? I find it quite interesting.""","""Is there a reason it makes you happy?""",cheerful,0.71,Yes
1719,Feelings,Feelings,"""hopeful, nervous, surprised, relaxed""",None,"""Do you enjoy nervous, surprised? I find it quite interesting.""","""What’s the story behind it?""",thoughtful,0.66,Yes
1720,Intro,Intro,"""yo, hola, sup, salutations""",None,"""Recently, yo, hola, salutations caught my attention. Have you noticed that too?""","""Have you tried something similar before?""",chill,0.97,No
1721,Intro,Intro,"""sup, hiya, what’s up, hola""",None,"""hiya, hola, sup can be so engaging! Do you like it as well?""","""Can you elaborate on that?""",relaxed,0.99,Yes
1722,Thoughts,Thoughts,"""gaming, innovation, art, politics""",None,"""politics always fascinates me. How do you feel about it?""","""Does it remind you of anything?""",friendly,0.61,No
1723,ChitChat,ChitChat,"""movies, gardening, beach, festival""",None,"""Recently, beach, movies caught my attention. Have you noticed that too?""","""Have you tried something similar before?""",optimistic,0.61,No
1724,Intro,Intro,"""greetings, hi, bonjour, hello""",None,"""greetings, hi is something I like to explore. How about you?""","""Do you want some advice?""",empathetic,0.84,No
1725,Feelings,Feelings,"""relaxed, jealous, joyful, stressed""",None,"""joyful always fascinates me. How do you feel about it?""","""Do you often feel this way?""",helpful,0.63,No
1726,Intro,Intro,"""howdy, ahoy, hey, sup""",None,"""What do you think about ahoy, howdy? It's been on my mind.""","""Would you like to continue discussing this?""",cheerful,0.7,Yes
1727,Goodbyes,Goodbyes,"""peace, catch you, see you, take care""",None,"""peace? That’s an interesting topic! Let's discuss.""","""Do you enjoy this a lot?""",empathetic,0.65,Yes
1728,Goodbyes,Goodbyes,"""adieu, take care, bye, goodbye""",None,"""goodbye can be so engaging! Do you like it as well?""","""Can you elaborate on that?""",calm,0.96,No
1729,Humor,Humor,"""lol, funny, silly, quirky""",None,"""lol, silly is something I like to explore. How about you?""","""How long has this been on your mind?""",inquisitive,0.85,No
1730,Humor,Humor,"""memes, haha, pun, prank""",None,"""What do you think about haha, pun, prank? It's been on my mind.""","""Can you describe it more vividly?""",enthusiastic,0.57,Yes
1731,Feelings,Feelings,"""relaxed, joyful, amused, grateful""",None,"""amused? That’s an interesting topic! Let's discuss.""","""How long has this been on your mind?""",chill,0.72,No
1732,Thoughts,Thoughts,"""design, psychology, space, science""",None,"""science, psychology, space is something I like to explore. How about you?""","""What’s the story behind it?""",calm,0.95,Yes
1733,Feelings,Feelings,"""confident, grateful, stressed, bored""",None,"""grateful? That’s an interesting topic! Let's discuss.""","""How long has this been on your mind?""",supportive,0.51,Yes
1734,Goodbyes,Goodbyes,"""catch you, later, see you, ciao""",None,"""later, ciao always fascinates me. How do you feel about it?""","""Does it happen often?""",empathetic,0.9,No
1735,Thoughts,Thoughts,"""fashion, gaming, space, philosophy""",None,"""I'm curious about space, philosophy. Care to share your experience?""","""What’s the story behind it?""",chill,0.83,No
1736,Goodbyes,Goodbyes,"""farewell, bye, goodbye, see you""",None,"""I feel farewell is really intriguing. What’s your opinion?""","""Do you often feel this way?""",playful,0.59,Yes
1737,Goodbyes,Goodbyes,"""bye, later, catch you, ciao""",None,"""ciao always fascinates me. How do you feel about it?""","""Have you tried something similar before?""",curious,0.86,No
1738,Feelings,Feelings,"""joyful, hopeful, jealous, relaxed""",None,"""I'm curious about relaxed. Care to share your experience?""","""How does that make you feel right now?""",friendly,0.89,No
1739,Thoughts,Thoughts,"""tech, books, languages, movies""",None,"""Do you enjoy movies? I find it quite interesting.""","""Does it remind you of anything?""",funny,0.82,Yes
1740,Goodbyes,Goodbyes,"""take care, catch you, goodbye, bye""",None,"""I feel catch you, bye is really intriguing. What’s your opinion?""","""Does it happen often?""",calm,0.79,Yes
1741,ChitChat,ChitChat,"""music, weather, technology, coffee""",None,"""I've been thinking a lot about weather, music. What are your thoughts?""","""Have you tried something similar before?""",thoughtful,0.57,Yes
1742,Intro,Intro,"""howdy, hi, greetings, ahoy""",None,"""howdy, hi? That’s an interesting topic! Let's discuss.""","""How long has this been on your mind?""",calm,0.73,No
1743,Humor,Humor,"""haha, funny, humor, giggle""",None,"""Do you enjoy humor? I find it quite interesting.""","""Does it happen often?""",relaxed,0.65,No
1744,Intro,Intro,"""sup, hello, what’s up, hey""",None,"""I'm curious about sup. Care to share your experience?""","""How long has this been on your mind?""",thoughtful,0.53,Yes
1745,Intro,Intro,"""yo, hola, howdy, what’s up""",None,"""I'm curious about hola, what’s up, yo. Care to share your experience?""","""Can you elaborate on that?""",curious,0.91,No
1746,Intro,Intro,"""hiya, hi, salutations, what’s up""",None,"""hiya, salutations can be so engaging! Do you like it as well?""","""Would you like some tips?""",motivated,0.51,Yes
1747,Goodbyes,Goodbyes,"""bye, later, farewell, cheerio""",None,"""later, bye can be so engaging! Do you like it as well?""","""What’s the story behind it?""",inquisitive,0.82,Yes
1748,Goodbyes,Goodbyes,"""peace, see you, later, bye""",None,"""What do you think about see you, bye? It's been on my mind.""","""Would you like some tips?""",funny,0.77,No
1749,Feelings,Feelings,"""hopeful, stressed, anxious, bored""",None,"""stressed, bored can be so engaging! Do you like it as well?""","""Do you often feel this way?""",relaxed,0.84,Yes
1750,Goodbyes,Goodbyes,"""catch you, goodbye, later, night""",None,"""I feel catch you, goodbye, night is really intriguing. What’s your opinion?""","""Have you tried something similar before?""",thoughtful,0.85,Yes
1751,Humor,Humor,"""funny, sarcastic, memes, giggle""",None,"""giggle, sarcastic can be so engaging! Do you like it as well?""","""Do you want some advice?""",calm,0.59,Yes
1752,Goodbyes,Goodbyes,"""peace, farewell, adieu, catch you""",None,"""adieu? That’s an interesting topic! Let's discuss.""","""How does that make you feel right now?""",motivated,0.71,No
1753,Intro,Intro,"""ahoy, hiya, sup, greetings""",None,"""Do you enjoy sup, ahoy? I find it quite interesting.""","""How does that make you feel right now?""",relaxed,0.64,No
1754,ChitChat,ChitChat,"""movies, city, books, festival""",None,"""What do you think about movies? It's been on my mind.""","""Is there a reason it makes you happy?""",empathetic,0.98,Yes
1755,Thoughts,Thoughts,"""fashion, philosophy, history, cooking""",None,"""fashion, philosophy is something I like to explore. How about you?""","""How does that make you feel right now?""",funny,0.8,No
1756,Intro,Intro,"""howdy, greetings, hi, hello""",None,"""hello is something I like to explore. How about you?""","""How long has this been on your mind?""",cheerful,0.96,No
