ID,Category,Subcategory,Keywords,Context,Response,FollowUp,Emotion,ScoreWeight,CombineFlag
1017,ChitChat,ChitChat,"""nature, culture, food, drink""",None,"""Pets are the best! Do you have any?""","""Does it happen often?""",thoughtful,0.75,Yes
1018,Feelings,Feelings,"""joyful, nervous, stressed, sad""",None,"""I see! What’s making you feel that way?""","""Would you like some tips?""",empathetic,0.58,No
1019,Goodbyes,Goodbyes,"""take care, later, see you, farewell""",None,"""Good night! Rest well and recharge!""","""Can you describe it more vividly?""",enthusiastic,0.75,No
1020,Humor,Humor,"""giggle, joke, haha, quirky""",None,"""Want a laugh? Why did the computer go to therapy? It had too many bytes!""","""What else comes to mind?""",curious,0.56,No
1021,Feelings,Feelings,"""joyful, confident, curious, sad""",None,"""Wow, that sounds intense. How are you handling it?""","""What’s the story behind it?""",curious,0.57,Yes
1022,ChitChat,ChitChat,"""food, hobby, shopping, pet""",None,"""Traveling is fun! Any places you dream of visiting?""","""Is there a reason it makes you happy?""",helpful,0.56,Yes
1023,Intro,Intro,"""howdy, what’s up, hello, hi""",None,"""Hi! How’s life treating you?""","""Is there a reason it makes you happy?""",friendly,0.74,Yes
1024,Goodbyes,Goodbyes,"""night, peace, take care, goodbye""",None,"""Catch you later! Stay awesome!""","""Would you like some tips?""",empathetic,0.73,Yes
1025,Intro,Intro,"""yo, hola, sup, hey""",None,"""Yo! What’s popping?""","""Would you like some tips?""",optimistic,0.78,Yes
1026,ChitChat,ChitChat,"""shopping, travel, food, nature""",None,"""Traveling is fun! Any places you dream of visiting?""","""What’s the story behind it?""",supportive,0.8,Yes
1027,Feelings,Feelings,"""anxious, happy, stressed, joyful""",None,"""Thanks for sharing! Want to talk more about it?""","""Does it happen often?""",enthusiastic,0.8,Yes
1028,Goodbyes,Goodbyes,"""peace, catch you, see you, bye""",None,"""Good night! Rest well and recharge!""","""Would you like some tips?""",playful,0.56,No
1029,Goodbyes,Goodbyes,"""peace, night, bye, later""",None,"""Catch you later! Stay awesome!""","""What else comes to mind?""",cheerful,0.76,No
1030,ChitChat,ChitChat,"""hobby, culture, games, fitness""",None,"""Shopping can be fun. Found anything cool recently?""","""Do you often feel this way?""",helpful,0.5,No
1031,Humor,Humor,"""funny, lol, haha, giggle""",None,"""Humor time! Why did the scarecrow win an award? He was outstanding in his field!""","""Is there a reason it makes you happy?""",empathetic,0.65,Yes
1032,Feelings,Feelings,"""happy, joyful, sad, excited""",None,"""I see! What’s making you feel that way?""","""Can you describe it more vividly?""",cheerful,0.64,No
1033,Humor,Humor,"""memes, joke, quirky, giggle""",None,"""Here’s a pun: I used to be a banker but I lost interest.""","""How long has this been on your mind?""",calm,0.83,Yes
1034,Goodbyes,Goodbyes,"""take care, see you, goodbye, peace""",None,"""Good night! Rest well and recharge!""","""Do you often feel this way?""",friendly,0.55,Yes
1035,Goodbyes,Goodbyes,"""adieu, see you, goodbye, take care""",None,"""Good night! Rest well and recharge!""","""Do you often feel this way?""",thoughtful,0.5,No
1036,Thoughts,Thoughts,"""tech, art, philosophy, music""",None,"""Music vibes are strong! Who’s on your playlist?""","""Does it happen often?""",calm,0.88,No
1037,Goodbyes,Goodbyes,"""take care, see you, peace, catch you""",None,"""Take care! Hope we talk soon!""","""How long has this been on your mind?""",helpful,0.53,Yes
1038,Intro,Intro,"""howdy, greetings, hiya, sup""",None,"""Yo! What’s popping?""","""Would you like some tips?""",supportive,0.95,No
1039,Feelings,Feelings,"""excited, curious, confident, anxious""",None,"""Feeling that is normal. How do you usually cope?""","""Can you describe it more vividly?""",optimistic,0.84,Yes
1040,Thoughts,Thoughts,"""movies, philosophy, tech, books""",None,"""Movies are epic! Seen anything interesting recently?""","""Can you describe it more vividly?""",supportive,0.67,No
1041,Goodbyes,Goodbyes,"""goodbye, farewell, bye, later""",None,"""Take care! Hope we talk soon!""","""Would you like some tips?""",optimistic,0.69,No
1042,Humor,Humor,"""joke, giggle, laugh, lol""",None,"""Here’s a pun: I used to be a banker but I lost interest.""","""What else comes to mind?""",curious,0.51,No
1043,Goodbyes,Goodbyes,"""adieu, see you, peace, farewell""",None,"""Bye! It’s been great chatting!""","""Can you describe it more vividly?""",cheerful,0.68,No
1044,Goodbyes,Goodbyes,"""farewell, see you, later, bye""",None,"""Good night! Rest well and recharge!""","""Does it happen often?""",enthusiastic,0.59,Yes
1045,Thoughts,Thoughts,"""tech, gaming, fashion, books""",None,"""Books can open new worlds! Read anything good lately?""","""What else comes to mind?""",calm,0.89,No
1046,Thoughts,Thoughts,"""philosophy, books, gaming, tech""",None,"""Tech is evolving fast. Any cool gadgets caught your eye?""","""What’s the story behind it?""",cheerful,0.77,Yes
1047,ChitChat,ChitChat,"""nature, weather, shopping, games""",None,"""Traveling is fun! Any places you dream of visiting?""","""Do you enjoy this a lot?""",thoughtful,0.69,Yes
1048,Feelings,Feelings,"""confident, anxious, excited, sad""",None,"""Feeling that is normal. How do you usually cope?""","""What’s the story behind it?""",playful,0.61,Yes
1049,Thoughts,Thoughts,"""books, history, tech, movies""",None,"""Tech is evolving fast. Any cool gadgets caught your eye?""","""Is there a reason it makes you happy?""",enthusiastic,0.72,No
1050,Feelings,Feelings,"""confident, bored, joyful, stressed""",None,"""I see! What’s making you feel that way?""","""Can you elaborate on that?""",excited,0.83,No
1051,Humor,Humor,"""pun, giggle, humor, funny""",None,"""Humor time! Why did the scarecrow win an award? He was outstanding in his field!""","""Do you often feel this way?""",curious,0.83,No
1052,ChitChat,ChitChat,"""coffee, nature, food, games""",None,"""Shopping can be fun. Found anything cool recently?""","""Would you like some tips?""",enthusiastic,0.71,Yes
1053,Goodbyes,Goodbyes,"""see you, adieu, bye, night""",None,"""Bye! It’s been great chatting!""","""Can you describe it more vividly?""",supportive,0.76,No
1054,Intro,Intro,"""hey, yo, hiya, hi""",None,"""Hey there! How’s your day going?""","""How long has this been on your mind?""",supportive,0.75,Yes
1055,Goodbyes,Goodbyes,"""catch you, adieu, peace, farewell""",None,"""Take care! Hope we talk soon!""","""Can you describe it more vividly?""",excited,0.66,No
1056,Intro,Intro,"""what’s up, hi, howdy, greetings""",None,"""Hey there! How’s your day going?""","""Do you often feel this way?""",supportive,0.62,Yes
1057,ChitChat,ChitChat,"""hobby, food, weather, drink""",None,"""I love talking about food! What’s your favorite dish?""","""Does it happen often?""",enthusiastic,0.88,Yes
1058,ChitChat,ChitChat,"""shopping, travel, weather, drink""",None,"""Hobbies keep life fun. What’s your go-to activity?""","""Do you often feel this way?""",friendly,0.72,Yes
1059,ChitChat,ChitChat,"""weather, hobby, drink, nature""",None,"""Coffee talk is always nice! How do you take yours?""","""Would you like some tips?""",thoughtful,0.81,Yes
1060,Feelings,Feelings,"""anxious, bored, nervous, frustrated""",None,"""Interesting! Can you tell me more?""","""Do you often feel this way?""",excited,0.74,Yes
1061,Humor,Humor,"""memes, pun, quirky, haha""",None,"""Humor time! Why did the scarecrow win an award? He was outstanding in his field!""","""Do you enjoy this a lot?""",optimistic,0.84,No
1062,ChitChat,ChitChat,"""pet, shopping, coffee, weather""",None,"""Traveling is fun! Any places you dream of visiting?""","""Can you elaborate on that?""",supportive,0.57,No
1063,Humor,Humor,"""lol, quirky, haha, pun""",None,"""Here’s a pun: I used to be a banker but I lost interest.""","""How long has this been on your mind?""",cheerful,0.58,No
1064,ChitChat,ChitChat,"""drink, coffee, travel, culture""",None,"""Fitness is key. Do you have a favorite workout?""","""How long has this been on your mind?""",playful,0.57,No
1065,Goodbyes,Goodbyes,"""take care, night, goodbye, later""",None,"""Bye! It’s been great chatting!""","""Can you elaborate on that?""",optimistic,0.55,Yes
1066,Intro,Intro,"""hi, hello, greetings, hey""",None,"""Hi! How’s life treating you?""","""Do you enjoy this a lot?""",supportive,0.71,No
1067,Thoughts,Thoughts,"""art, music, sports, books""",None,"""Gaming can be so immersive. Playing anything new?""","""Do you often feel this way?""",optimistic,0.76,Yes
1068,Humor,Humor,"""memes, haha, pun, joke""",None,"""Here’s a pun: I used to be a banker but I lost interest.""","""What else comes to mind?""",empathetic,0.8,No
1069,Feelings,Feelings,"""confident, stressed, sad, frustrated""",None,"""Feeling that is normal. How do you usually cope?""","""Is there a reason it makes you happy?""",optimistic,0.63,No
1070,ChitChat,ChitChat,"""drink, games, nature, weather""",None,"""Pets are the best! Do you have any?""","""How long has this been on your mind?""",optimistic,0.68,No
1071,Feelings,Feelings,"""tired, confident, joyful, nervous""",None,"""Thanks for sharing! Want to talk more about it?""","""Is there a reason it makes you happy?""",supportive,0.91,Yes
1072,Feelings,Feelings,"""confident, nervous, sad, excited""",None,"""I see! What’s making you feel that way?""","""Can you elaborate on that?""",calm,0.61,Yes
1073,Humor,Humor,"""humor, memes, funny, laugh""",None,"""Humor time! Why did the scarecrow win an award? He was outstanding in his field!""","""What’s the story behind it?""",optimistic,0.75,Yes
1074,Thoughts,Thoughts,"""tech, history, sports, fashion""",None,"""Tech is evolving fast. Any cool gadgets caught your eye?""","""Is there a reason it makes you happy?""",helpful,0.83,Yes
1075,ChitChat,ChitChat,"""coffee, drink, shopping, travel""",None,"""Coffee talk is always nice! How do you take yours?""","""Can you describe it more vividly?""",calm,0.92,No
1076,Intro,Intro,"""hi, sup, greetings, howdy""",None,"""Hey there! How’s your day going?""","""Is there a reason it makes you happy?""",supportive,0.67,No
1077,Feelings,Feelings,"""stressed, happy, joyful, sad""",None,"""Thanks for sharing! Want to talk more about it?""","""Can you elaborate on that?""",enthusiastic,0.59,Yes
1078,Feelings,Feelings,"""anxious, frustrated, curious, joyful""",None,"""Wow, that sounds intense. How are you handling it?""","""Can you describe it more vividly?""",playful,0.94,Yes
1079,Feelings,Feelings,"""curious, frustrated, stressed, anxious""",None,"""Thanks for sharing! Want to talk more about it?""","""How long has this been on your mind?""",thoughtful,0.75,No
1080,Thoughts,Thoughts,"""art, books, gaming, philosophy""",None,"""Books can open new worlds! Read anything good lately?""","""Do you enjoy this a lot?""",empathetic,0.92,Yes
1081,ChitChat,ChitChat,"""coffee, drink, shopping, travel""",None,"""I love talking about food! What’s your favorite dish?""","""Does it happen often?""",cheerful,0.59,No
1082,Thoughts,Thoughts,"""gaming, history, books, tech""",None,"""Sports are thrilling! Do you follow any teams?""","""Can you elaborate on that?""",optimistic,1.0,Yes
1083,Humor,Humor,"""pun, memes, humor, funny""",None,"""Here’s a pun: I used to be a banker but I lost interest.""","""What’s the story behind it?""",empathetic,0.58,Yes
1084,Intro,Intro,"""what’s up, sup, hello, howdy""",None,"""Hello! What’s new with you?""","""Can you elaborate on that?""",enthusiastic,0.67,Yes
1085,ChitChat,ChitChat,"""weather, shopping, pet, food""",None,"""Fitness is key. Do you have a favorite workout?""","""How long has this been on your mind?""",calm,0.88,No
1086,Humor,Humor,"""memes, humor, laugh, quirky""",None,"""Humor time! Why did the scarecrow win an award? He was outstanding in his field!""","""Can you describe it more vividly?""",calm,0.99,Yes
1087,Feelings,Feelings,"""tired, anxious, excited, joyful""",None,"""I see! What’s making you feel that way?""","""Can you describe it more vividly?""",supportive,0.59,Yes
1088,Intro,Intro,"""greetings, hey, yo, hello""",None,"""Yo! What’s popping?""","""What’s the story behind it?""",cheerful,0.86,No
1089,Feelings,Feelings,"""sad, confident, joyful, curious""",None,"""Feeling that is normal. How do you usually cope?""","""Can you elaborate on that?""",playful,0.56,No
1090,Feelings,Feelings,"""bored, confident, nervous, curious""",None,"""Interesting! Can you tell me more?""","""Is there a reason it makes you happy?""",playful,0.83,No
1091,Feelings,Feelings,"""tired, confident, curious, joyful""",None,"""Feeling that is normal. How do you usually cope?""","""Do you enjoy this a lot?""",playful,0.87,No
1092,Thoughts,Thoughts,"""science, books, philosophy, tech""",None,"""Sports are thrilling! Do you follow any teams?""","""Can you elaborate on that?""",enthusiastic,0.72,Yes
1093,Feelings,Feelings,"""stressed, happy, confident, tired""",None,"""Thanks for sharing! Want to talk more about it?""","""Would you like some tips?""",excited,0.76,No
1094,Intro,Intro,"""sup, what’s up, greetings, hiya""",None,"""Hey there! How’s your day going?""","""Do you enjoy this a lot?""",enthusiastic,0.62,Yes
1095,Thoughts,Thoughts,"""science, sports, tech, movies""",None,"""Books can open new worlds! Read anything good lately?""","""Is there a reason it makes you happy?""",cheerful,0.65,Yes
1096,Thoughts,Thoughts,"""music, philosophy, art, books""",None,"""Music vibes are strong! Who’s on your playlist?""","""What else comes to mind?""",empathetic,0.95,Yes
1097,Intro,Intro,"""yo, hey, greetings, what’s up""",None,"""Hello! What’s new with you?""","""Does it happen often?""",playful,0.61,Yes
1098,Humor,Humor,"""funny, joke, lol, pun""",None,"""Want a laugh? Why did the computer go to therapy? It had too many bytes!""","""What else comes to mind?""",calm,0.92,Yes
1099,Feelings,Feelings,"""confident, stressed, sad, happy""",None,"""Interesting! Can you tell me more?""","""Would you like some tips?""",excited,0.92,No
1100,Thoughts,Thoughts,"""sports, art, tech, movies""",None,"""Tech is evolving fast. Any cool gadgets caught your eye?""","""What else comes to mind?""",excited,0.93,No
1101,Goodbyes,Goodbyes,"""bye, farewell, goodbye, see you""",None,"""Catch you later! Stay awesome!""","""Would you like some tips?""",excited,0.99,No
1102,Feelings,Feelings,"""anxious, excited, nervous, confident""",None,"""Thanks for sharing! Want to talk more about it?""","""Would you like some tips?""",cheerful,0.88,No
1103,Goodbyes,Goodbyes,"""adieu, catch you, goodbye, see you""",None,"""Bye! It’s been great chatting!""","""Can you elaborate on that?""",calm,0.74,No
1104,ChitChat,ChitChat,"""fitness, games, hobby, drink""",None,"""Fitness is key. Do you have a favorite workout?""","""How long has this been on your mind?""",excited,0.8,Yes
1105,Feelings,Feelings,"""curious, frustrated, happy, confident""",None,"""Interesting! Can you tell me more?""","""What’s the story behind it?""",helpful,0.72,Yes
1106,Thoughts,Thoughts,"""philosophy, books, history, science""",None,"""Books can open new worlds! Read anything good lately?""","""Would you like some tips?""",enthusiastic,0.79,Yes
1107,Intro,Intro,"""sup, howdy, what’s up, hey""",None,"""Yo! What’s popping?""","""Can you describe it more vividly?""",helpful,0.59,Yes
1108,ChitChat,ChitChat,"""hobby, pet, travel, food""",None,"""Hobbies keep life fun. What’s your go-to activity?""","""Would you like some tips?""",friendly,0.76,No
1109,Humor,Humor,"""haha, laugh, lol, quirky""",None,"""Want a laugh? Why did the computer go to therapy? It had too many bytes!""","""Do you often feel this way?""",enthusiastic,0.97,No
1110,Thoughts,Thoughts,"""tech, sports, fashion, movies""",None,"""Sports are thrilling! Do you follow any teams?""","""Can you describe it more vividly?""",supportive,0.78,No
1111,ChitChat,ChitChat,"""pet, weather, travel, fitness""",None,"""Hobbies keep life fun. What’s your go-to activity?""","""How long has this been on your mind?""",calm,0.75,No
1112,Intro,Intro,"""hi, howdy, greetings, what’s up""",None,"""Yo! What’s popping?""","""Does it happen often?""",cheerful,0.74,Yes
1113,Humor,Humor,"""quirky, pun, haha, humor""",None,"""Want a laugh? Why did the computer go to therapy? It had too many bytes!""","""What’s the story behind it?""",helpful,0.67,Yes
1114,Goodbyes,Goodbyes,"""farewell, see you, adieu, bye""",None,"""Good night! Rest well and recharge!""","""What else comes to mind?""",thoughtful,0.98,No
1115,Humor,Humor,"""joke, memes, quirky, laugh""",None,"""Humor time! Why did the scarecrow win an award? He was outstanding in his field!""","""Do you often feel this way?""",helpful,0.95,No
1116,Thoughts,Thoughts,"""sports, philosophy, movies, gaming""",None,"""Gaming can be so immersive. Playing anything new?""","""Do you often feel this way?""",calm,0.6,No
1117,Goodbyes,Goodbyes,"""catch you, later, night, bye""",None,"""Take care! Hope we talk soon!""","""How long has this been on your mind?""",calm,0.57,No
1118,Feelings,Feelings,"""joyful, bored, frustrated, nervous""",None,"""Wow, that sounds intense. How are you handling it?""","""What’s the story behind it?""",playful,0.78,Yes
1119,Humor,Humor,"""humor, pun, memes, giggle""",None,"""Want a laugh? Why did the computer go to therapy? It had too many bytes!""","""Is there a reason it makes you happy?""",playful,0.8,No
1120,Intro,Intro,"""what’s up, hola, hello, yo""",None,"""Hey there! How’s your day going?""","""Would you like some tips?""",excited,0.65,Yes
1121,Goodbyes,Goodbyes,"""goodbye, see you, peace, night""",None,"""Good night! Rest well and recharge!""","""Can you describe it more vividly?""",thoughtful,0.74,No
1122,Goodbyes,Goodbyes,"""peace, later, farewell, bye""",None,"""Bye! It’s been great chatting!""","""Can you elaborate on that?""",empathetic,0.6,No
1123,ChitChat,ChitChat,"""nature, fitness, coffee, pet""",None,"""Traveling is fun! Any places you dream of visiting?""","""Can you elaborate on that?""",enthusiastic,0.58,No
1124,Thoughts,Thoughts,"""gaming, movies, music, fashion""",None,"""Sports are thrilling! Do you follow any teams?""","""Can you elaborate on that?""",enthusiastic,0.51,No
1125,Intro,Intro,"""sup, howdy, what’s up, hi""",None,"""Yo! What’s popping?""","""Does it happen often?""",empathetic,0.59,Yes
1126,Goodbyes,Goodbyes,"""bye, adieu, goodbye, later""",None,"""Catch you later! Stay awesome!""","""What’s the story behind it?""",playful,0.65,No
1127,Intro,Intro,"""sup, hiya, hey, hola""",None,"""Hi! How’s life treating you?""","""Does it happen often?""",optimistic,0.62,No
1128,Goodbyes,Goodbyes,"""goodbye, adieu, take care, night""",None,"""Bye! It’s been great chatting!""","""What’s the story behind it?""",supportive,0.96,Yes
1129,Feelings,Feelings,"""frustrated, curious, confident, stressed""",None,"""Feeling that is normal. How do you usually cope?""","""Can you elaborate on that?""",excited,0.72,Yes
1130,Feelings,Feelings,"""stressed, confident, tired, joyful""",None,"""Interesting! Can you tell me more?""","""What else comes to mind?""",optimistic,0.74,Yes
1131,Feelings,Feelings,"""sad, curious, excited, nervous""",None,"""I see! What’s making you feel that way?""","""Can you describe it more vividly?""",calm,0.52,Yes
1132,Intro,Intro,"""yo, hiya, hi, hello""",None,"""Hello! What’s new with you?""","""Is there a reason it makes you happy?""",empathetic,0.92,No
1133,ChitChat,ChitChat,"""nature, pet, fitness, hobby""",None,"""I love talking about food! What’s your favorite dish?""","""Do you often feel this way?""",helpful,0.61,Yes
1134,Feelings,Feelings,"""curious, excited, tired, anxious""",None,"""I see! What’s making you feel that way?""","""Do you often feel this way?""",playful,0.59,No
1135,Humor,Humor,"""giggle, quirky, haha, humor""",None,"""Want a laugh? Why did the computer go to therapy? It had too many bytes!""","""Can you elaborate on that?""",helpful,0.54,No
1136,Intro,Intro,"""greetings, what’s up, howdy, hey""",None,"""Hey there! How’s your day going?""","""Do you often feel this way?""",excited,0.59,Yes
1137,Humor,Humor,"""memes, giggle, joke, haha""",None,"""Here’s a pun: I used to be a banker but I lost interest.""","""Would you like some tips?""",supportive,0.69,No
1138,Goodbyes,Goodbyes,"""later, night, catch you, take care""",None,"""Good night! Rest well and recharge!""","""Can you describe it more vividly?""",friendly,0.95,No
1139,Goodbyes,Goodbyes,"""peace, see you, farewell, later""",None,"""Catch you later! Stay awesome!""","""Can you elaborate on that?""",friendly,0.79,No
1140,ChitChat,ChitChat,"""games, hobby, travel, culture""",None,"""I love talking about food! What’s your favorite dish?""","""Would you like some tips?""",curious,0.87,Yes
1141,Humor,Humor,"""humor, giggle, pun, joke""",None,"""Here’s a pun: I used to be a banker but I lost interest.""","""What else comes to mind?""",cheerful,0.52,No
1142,Feelings,Feelings,"""frustrated, sad, stressed, curious""",None,"""Thanks for sharing! Want to talk more about it?""","""Do you enjoy this a lot?""",optimistic,0.6,Yes
1143,ChitChat,ChitChat,"""hobby, fitness, food, weather""",None,"""Hobbies keep life fun. What’s your go-to activity?""","""Does it happen often?""",calm,0.69,No
1144,Humor,Humor,"""giggle, quirky, laugh, haha""",None,"""Humor time! Why did the scarecrow win an award? He was outstanding in his field!""","""What’s the story behind it?""",calm,0.93,No
1145,ChitChat,ChitChat,"""fitness, games, food, drink""",None,"""I love talking about food! What’s your favorite dish?""","""Do you often feel this way?""",cheerful,0.8,No
1146,Intro,Intro,"""hello, what’s up, howdy, hiya""",None,"""Yo! What’s popping?""","""Do you often feel this way?""",supportive,0.77,No
1147,Goodbyes,Goodbyes,"""later, take care, goodbye, night""",None,"""Catch you later! Stay awesome!""","""What’s the story behind it?""",playful,0.82,No
1148,Feelings,Feelings,"""anxious, stressed, excited, joyful""",None,"""I see! What’s making you feel that way?""","""Does it happen often?""",friendly,0.75,No
1149,Humor,Humor,"""joke, pun, memes, giggle""",None,"""Humor time! Why did the scarecrow win an award? He was outstanding in his field!""","""What else comes to mind?""",playful,0.78,Yes
1150,Goodbyes,Goodbyes,"""take care, catch you, adieu, see you""",None,"""Bye! It’s been great chatting!""","""Do you enjoy this a lot?""",excited,0.79,No
1151,ChitChat,ChitChat,"""culture, fitness, pet, coffee""",None,"""Pets are the best! Do you have any?""","""Would you like some tips?""",curious,0.84,No
1152,ChitChat,ChitChat,"""hobby, pet, weather, travel""",None,"""Shopping can be fun. Found anything cool recently?""","""Is there a reason it makes you happy?""",friendly,0.52,No
1153,ChitChat,ChitChat,"""games, coffee, fitness, weather""",None,"""Fitness is key. Do you have a favorite workout?""","""Do you enjoy this a lot?""",optimistic,0.75,No
1154,ChitChat,ChitChat,"""coffee, hobby, fitness, food""",None,"""Pets are the best! Do you have any?""","""Can you elaborate on that?""",thoughtful,0.9,No
1155,Feelings,Feelings,"""excited, sad, stressed, curious""",None,"""Interesting! Can you tell me more?""","""What’s the story behind it?""",optimistic,0.83,No
1156,Goodbyes,Goodbyes,"""peace, bye, see you, farewell""",None,"""Catch you later! Stay awesome!""","""Does it happen often?""",curious,0.59,No
1157,Intro,Intro,"""greetings, howdy, hello, hola""",None,"""Hey there! How’s your day going?""","""Would you like some tips?""",optimistic,0.99,No
1158,Feelings,Feelings,"""anxious, curious, confident, happy""",None,"""Interesting! Can you tell me more?""","""Is there a reason it makes you happy?""",cheerful,0.53,No
1159,Feelings,Feelings,"""nervous, curious, bored, frustrated""",None,"""Feeling that is normal. How do you usually cope?""","""Would you like some tips?""",calm,0.91,No
1160,Thoughts,Thoughts,"""history, music, fashion, art""",None,"""Sports are thrilling! Do you follow any teams?""","""Does it happen often?""",optimistic,0.6,No
1161,Thoughts,Thoughts,"""music, science, gaming, sports""",None,"""Movies are epic! Seen anything interesting recently?""","""Is there a reason it makes you happy?""",empathetic,0.92,Yes
1162,Thoughts,Thoughts,"""fashion, gaming, movies, art""",None,"""Movies are epic! Seen anything interesting recently?""","""What’s the story behind it?""",excited,0.8,Yes
1163,Intro,Intro,"""hola, howdy, what’s up, greetings""",None,"""Yo! What’s popping?""","""Can you describe it more vividly?""",optimistic,0.5,No
1164,Thoughts,Thoughts,"""philosophy, music, history, fashion""",None,"""Books can open new worlds! Read anything good lately?""","""Do you enjoy this a lot?""",playful,0.71,No
1165,Goodbyes,Goodbyes,"""catch you, bye, peace, farewell""",None,"""Take care! Hope we talk soon!""","""How long has this been on your mind?""",supportive,0.81,No
1166,Goodbyes,Goodbyes,"""adieu, catch you, bye, farewell""",None,"""Catch you later! Stay awesome!""","""Does it happen often?""",thoughtful,0.51,No
1167,Thoughts,Thoughts,"""tech, movies, history, music""",None,"""Movies are epic! Seen anything interesting recently?""","""Can you describe it more vividly?""",playful,0.58,No
1168,Intro,Intro,"""hello, sup, hey, howdy""",None,"""Hey there! How’s your day going?""","""What else comes to mind?""",cheerful,0.87,Yes
1169,Intro,Intro,"""hiya, greetings, hey, yo""",None,"""Hi! How’s life treating you?""","""What else comes to mind?""",thoughtful,0.99,No
1170,Goodbyes,Goodbyes,"""later, bye, adieu, catch you""",None,"""Catch you later! Stay awesome!""","""What’s the story behind it?""",excited,0.66,No
1171,Intro,Intro,"""hello, greetings, howdy, hiya""",None,"""Yo! What’s popping?""","""Can you elaborate on that?""",supportive,0.57,Yes
1172,Thoughts,Thoughts,"""books, history, science, art""",None,"""Books can open new worlds! Read anything good lately?""","""Does it happen often?""",supportive,0.63,Yes
1173,Humor,Humor,"""haha, humor, funny, joke""",None,"""Humor time! Why did the scarecrow win an award? He was outstanding in his field!""","""What else comes to mind?""",optimistic,0.93,Yes
1174,Goodbyes,Goodbyes,"""farewell, catch you, peace, bye""",None,"""Good night! Rest well and recharge!""","""How long has this been on your mind?""",cheerful,0.86,Yes
1175,Thoughts,Thoughts,"""gaming, fashion, sports, history""",None,"""Movies are epic! Seen anything interesting recently?""","""Can you describe it more vividly?""",excited,0.56,No
1176,ChitChat,ChitChat,"""games, travel, drink, hobby""",None,"""Traveling is fun! Any places you dream of visiting?""","""Is there a reason it makes you happy?""",cheerful,0.85,Yes
1177,Humor,Humor,"""memes, joke, quirky, funny""",None,"""Here’s a pun: I used to be a banker but I lost interest.""","""Do you often feel this way?""",calm,0.69,No
1178,ChitChat,ChitChat,"""shopping, hobby, pet, travel""",None,"""Pets are the best! Do you have any?""","""Is there a reason it makes you happy?""",playful,0.56,No
1179,ChitChat,ChitChat,"""weather, travel, nature, pet""",None,"""Fitness is key. Do you have a favorite workout?""","""What else comes to mind?""",friendly,0.51,No
1180,Feelings,Feelings,"""excited, confident, bored, nervous""",None,"""I see! What’s making you feel that way?""","""What’s the story behind it?""",supportive,0.96,No
1181,ChitChat,ChitChat,"""travel, games, weather, fitness""",None,"""I love talking about food! What’s your favorite dish?""","""Do you often feel this way?""",supportive,0.79,Yes
1182,ChitChat,ChitChat,"""culture, weather, drink, coffee""",None,"""I love talking about food! What’s your favorite dish?""","""Do you often feel this way?""",friendly,0.57,Yes
1183,Thoughts,Thoughts,"""movies, fashion, books, gaming""",None,"""Movies are epic! Seen anything interesting recently?""","""Does it happen often?""",curious,0.54,Yes
1184,Intro,Intro,"""what’s up, howdy, sup, yo""",None,"""Hi! How’s life treating you?""","""Do you often feel this way?""",thoughtful,0.99,Yes
1185,Feelings,Feelings,"""bored, curious, happy, nervous""",None,"""Wow, that sounds intense. How are you handling it?""","""Can you describe it more vividly?""",cheerful,0.61,Yes
1186,Goodbyes,Goodbyes,"""night, bye, take care, goodbye""",None,"""Catch you later! Stay awesome!""","""Would you like some tips?""",curious,0.79,No
1187,Thoughts,Thoughts,"""philosophy, sports, tech, movies""",None,"""Movies are epic! Seen anything interesting recently?""","""Do you often feel this way?""",thoughtful,0.63,Yes
1188,Humor,Humor,"""funny, haha, quirky, pun""",None,"""Want a laugh? Why did the computer go to therapy? It had too many bytes!""","""Do you often feel this way?""",supportive,0.81,Yes
1189,Feelings,Feelings,"""stressed, tired, confident, excited""",None,"""Thanks for sharing! Want to talk more about it?""","""Do you often feel this way?""",cheerful,0.8,Yes
1190,Humor,Humor,"""pun, memes, haha, joke""",None,"""Here’s a pun: I used to be a banker but I lost interest.""","""Is there a reason it makes you happy?""",enthusiastic,0.99,No
1191,ChitChat,ChitChat,"""nature, weather, food, shopping""",None,"""Pets are the best! Do you have any?""","""Can you describe it more vividly?""",excited,0.98,No
1192,ChitChat,ChitChat,"""weather, games, food, hobby""",None,"""Traveling is fun! Any places you dream of visiting?""","""Is there a reason it makes you happy?""",optimistic,0.51,No
1193,Feelings,Feelings,"""excited, happy, anxious, frustrated""",None,"""Thanks for sharing! Want to talk more about it?""","""Can you elaborate on that?""",friendly,0.6,No
1194,Goodbyes,Goodbyes,"""later, take care, catch you, adieu""",None,"""Good night! Rest well and recharge!""","""How long has this been on your mind?""",curious,0.82,Yes
1195,Intro,Intro,"""greetings, hola, sup, hi""",None,"""Yo! What’s popping?""","""Can you elaborate on that?""",thoughtful,0.61,Yes
1196,Humor,Humor,"""lol, giggle, haha, pun""",None,"""Here’s a pun: I used to be a banker but I lost interest.""","""Do you enjoy this a lot?""",enthusiastic,0.88,No
1197,Thoughts,Thoughts,"""science, history, books, fashion""",None,"""Books can open new worlds! Read anything good lately?""","""Is there a reason it makes you happy?""",calm,0.9,No
1198,Humor,Humor,"""quirky, humor, joke, giggle""",None,"""Humor time! Why did the scarecrow win an award? He was outstanding in his field!""","""Does it happen often?""",curious,0.71,Yes
